,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,name_len
48075,Manhattan,Washington Heights,Private room,46,2,0,1.3732214298586884,1,121,44
48076,Manhattan,Hell's Kitchen,Shared room,70,1,3,3.0,6,24,19
48077,Queens,Astoria,Private room,75,3,0,1.3732214298586884,1,43,32
48078,Manhattan,Hell's Kitchen,Private room,147,2,1,1.0,1,27,31
48079,Manhattan,Upper East Side,Shared room,69,1,0,1.3732214298586884,1,164,48
48080,Brooklyn,Williamsburg,Entire home/apt,299,3,2,2.0,1,178,43
48081,Manhattan,Lower East Side,Entire home/apt,164,1,1,1.0,1,163,47
48082,Brooklyn,Bushwick,Private room,55,3,0,1.3732214298586884,2,23,38
48083,Brooklyn,Greenpoint,Private room,85,1,0,1.3732214298586884,1,341,26
48084,Brooklyn,Bushwick,Private room,37,29,0,1.3732214298586884,1,340,18
48085,Brooklyn,Bedford-Stuyvesant,Entire home/apt,95,2,0,1.3732214298586884,1,5,31
48086,Bronx,Claremont Village,Entire home/apt,390,2,0,1.3732214298586884,2,348,13
48087,Brooklyn,East New York,Entire home/apt,100,3,0,1.3732214298586884,2,112,46
48088,Manhattan,Murray Hill,Private room,80,1,1,1.0,1,2,45
48089,Manhattan,Murray Hill,Entire home/apt,185,1,0,1.3732214298586884,1,192,38
48090,Brooklyn,Bushwick,Entire home/apt,148,1,0,1.3732214298586884,2,349,26
48091,Manhattan,East Harlem,Entire home/apt,170,1,1,1.0,1,20,36
48092,Manhattan,East Village,Entire home/apt,197,1,0,1.3732214298586884,1,33,49
48093,Queens,Jamaica,Private room,69,3,0,1.3732214298586884,2,365,16
48094,Brooklyn,Crown Heights,Entire home/apt,97,1,0,1.3732214298586884,1,63,49
48095,Bronx,Claremont Village,Private room,122,1,0,1.3732214298586884,2,166,19
48096,Manhattan,Hell's Kitchen,Entire home/apt,560,1,0,1.3732214298586884,1,32,30
48097,Manhattan,Harlem,Entire home/apt,315,1,0,1.3732214298586884,1,5,46
48098,Manhattan,Harlem,Entire home/apt,222,6,0,1.3732214298586884,1,18,32
48099,Manhattan,Kips Bay,Private room,90,2,0,1.3732214298586884,1,17,20
48100,Manhattan,Stuyvesant Town,Shared room,56,1,0,1.3732214298586884,1,3,21
48101,Staten Island,Grymes Hill,Entire home/apt,175,1,0,1.3732214298586884,1,350,26
48102,Manhattan,Chelsea,Entire home/apt,350,3,3,3.0,1,345,48
48103,Manhattan,Upper West Side,Entire home/apt,583,30,0,1.3732214298586884,6,343,46
48104,Manhattan,Greenwich Village,Entire home/apt,200,30,0,1.3732214298586884,1,363,33
48105,Manhattan,East Harlem,Entire home/apt,175,1,1,1.0,1,307,50
48106,Brooklyn,Bushwick,Private room,69,1,1,1.0,6,103,46
48107,Queens,Glendale,Entire home/apt,125,7,0,1.3732214298586884,1,39,37
48108,Brooklyn,Crown Heights,Entire home/apt,85,4,0,1.3732214298586884,1,50,31
48109,Brooklyn,Boerum Hill,Entire home/apt,190,1,0,1.3732214298586884,1,148,50
48110,Queens,Flushing,Shared room,25,1,1,1.0,3,86,16
48111,Queens,Laurelton,Private room,34,1,3,3.0,1,70,23
48112,Brooklyn,Cypress Hills,Entire home/apt,150,1,0,1.3732214298586884,1,9,48
48113,Queens,Flushing,Private room,55,1,0,1.3732214298586884,7,79,12
48114,Queens,Flushing,Private room,42,1,0,1.3732214298586884,7,4,37
48115,Manhattan,Upper East Side,Shared room,209,3,0,1.3732214298586884,1,30,40
48116,Manhattan,Midtown,Entire home/apt,179,30,0,1.3732214298586884,1,242,43
48117,Manhattan,Greenwich Village,Entire home/apt,300,4,0,1.3732214298586884,1,336,41
48118,Manhattan,Kips Bay,Private room,150,2,0,1.3732214298586884,1,31,42
48119,Manhattan,East Harlem,Entire home/apt,100,14,0,1.3732214298586884,1,52,49
48120,Brooklyn,Bushwick,Private room,45,1,1,1.0,1,30,40
48121,Manhattan,Greenwich Village,Entire home/apt,350,1,0,1.3732214298586884,1,363,33
48122,Manhattan,Upper West Side,Entire home/apt,149,1,1,1.0,1,189,49
48123,Manhattan,Greenwich Village,Private room,99,1,0,1.3732214298586884,10,226,28
48124,Queens,Astoria,Private room,100,30,0,1.3732214298586884,1,328,46
48125,Brooklyn,Bushwick,Shared room,39,1,0,1.3732214298586884,6,28,41
48126,Brooklyn,Park Slope,Private room,49,24,0,1.3732214298586884,1,44,50
48127,Manhattan,Hell's Kitchen,Private room,129,3,0,1.3732214298586884,1,5,46
48128,Manhattan,Upper West Side,Entire home/apt,180,30,0,1.3732214298586884,9,311,50
48129,Brooklyn,Williamsburg,Entire home/apt,150,90,0,1.3732214298586884,1,91,33
48130,Bronx,Parkchester,Private room,40,3,1,1.0,1,68,37
48131,Manhattan,SoHo,Entire home/apt,89,1,0,1.3732214298586884,8,71,13
48132,Manhattan,Chelsea,Private room,300,1,0,1.3732214298586884,1,365,21
48133,Queens,Sunnyside,Private room,59,7,0,1.3732214298586884,1,0,47
48134,Manhattan,West Village,Entire home/apt,89,1,0,1.3732214298586884,8,72,14
48135,Manhattan,West Village,Entire home/apt,89,1,0,1.3732214298586884,8,72,15
48136,Queens,Astoria,Entire home/apt,99,2,0,1.3732214298586884,1,94,50
48137,Brooklyn,Gravesend,Entire home/apt,150,3,0,1.3732214298586884,1,172,37
48138,Bronx,North Riverdale,Entire home/apt,150,30,0,1.3732214298586884,1,89,40
48139,Manhattan,Upper West Side,Entire home/apt,150,30,0,1.3732214298586884,9,343,40
48140,Brooklyn,Bushwick,Private room,80,3,0,1.3732214298586884,2,13,35
48141,Brooklyn,Fort Greene,Entire home/apt,250,2,0,1.3732214298586884,1,46,49
48142,Manhattan,Chelsea,Entire home/apt,185,3,1,1.0,1,7,49
48143,Manhattan,Hell's Kitchen,Entire home/apt,250,1,0,1.3732214298586884,1,8,31
48144,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,145,4,0,1.3732214298586884,1,41,32
48145,Manhattan,Upper West Side,Entire home/apt,170,4,0,1.3732214298586884,1,30,50
48146,Brooklyn,Bedford-Stuyvesant,Private room,51,1,2,2.0,1,23,29
48147,Brooklyn,Williamsburg,Private room,90,2,0,1.3732214298586884,1,347,39
48148,Manhattan,Washington Heights,Private room,80,1,1,1.0,1,68,12
48149,Brooklyn,Midwood,Private room,80,1,0,1.3732214298586884,3,330,50
48150,Manhattan,Harlem,Private room,90,1,1,1.0,3,179,47
48151,Brooklyn,Williamsburg,Private room,55,1,0,1.3732214298586884,1,2,37
48152,Manhattan,Harlem,Private room,85,2,0,1.3732214298586884,3,11,37
48153,Manhattan,Chelsea,Entire home/apt,300,2,0,1.3732214298586884,1,168,21
48154,Manhattan,Chelsea,Entire home/apt,550,4,0,1.3732214298586884,1,34,37
48155,Bronx,Pelham Bay,Entire home/apt,55,7,0,1.3732214298586884,1,179,9
48156,Brooklyn,Williamsburg,Entire home/apt,99,1,0,1.3732214298586884,1,297,26
48157,Brooklyn,Bedford-Stuyvesant,Private room,50,1,1,1.0,1,27,49
48158,Manhattan,Washington Heights,Private room,60,2,0,1.3732214298586884,1,343,16
48159,Manhattan,Upper East Side,Private room,85,2,0,1.3732214298586884,1,30,48
48160,Brooklyn,Borough Park,Private room,45,2,0,1.3732214298586884,3,139,35
48161,Manhattan,SoHo,Entire home/apt,240,2,0,1.3732214298586884,1,90,30
48162,Queens,Richmond Hill,Entire home/apt,150,3,0,1.3732214298586884,1,179,48
48163,Manhattan,West Village,Entire home/apt,229,2,0,1.3732214298586884,1,10,33
48164,Manhattan,Upper East Side,Entire home/apt,200,2,0,1.3732214298586884,1,47,46
48165,Brooklyn,Williamsburg,Private room,135,1,2,2.0,3,353,24
48166,Manhattan,Harlem,Shared room,75,1,0,1.3732214298586884,2,34,29
48167,Queens,Elmhurst,Private room,115,1,0,1.3732214298586884,2,170,50
48168,Brooklyn,Williamsburg,Entire home/apt,595,2,0,1.3732214298586884,3,340,49
48169,Queens,Jamaica Estates,Entire home/apt,280,1,0,1.3732214298586884,1,330,48
48170,Manhattan,SoHo,Private room,200,1,1,1.0,1,203,45
48171,Brooklyn,Crown Heights,Private room,150,1,0,1.3732214298586884,1,177,49
48172,Brooklyn,Crown Heights,Private room,75,2,2,2.0,1,89,32
48173,Manhattan,Hell's Kitchen,Entire home/apt,175,1,0,1.3732214298586884,2,270,50
48174,Brooklyn,Sunset Park,Entire home/apt,200,2,0,1.3732214298586884,1,322,30
48175,Queens,Long Island City,Entire home/apt,180,1,1,1.0,1,334,48
48176,Brooklyn,Prospect Heights,Entire home/apt,250,1,0,1.3732214298586884,2,175,45
48177,Brooklyn,Bushwick,Entire home/apt,250,1,0,1.3732214298586884,1,188,41
48178,Manhattan,Greenwich Village,Entire home/apt,157,3,1,1.0,1,169,39
48179,Manhattan,Lower East Side,Entire home/apt,198,3,0,1.3732214298586884,1,5,37
48180,Manhattan,Harlem,Private room,60,3,0,1.3732214298586884,1,229,50
48181,Queens,Elmhurst,Private room,78,14,0,1.3732214298586884,1,0,49
48182,Manhattan,Lower East Side,Entire home/apt,320,4,0,1.3732214298586884,1,160,25
48183,Queens,Richmond Hill,Private room,50,1,0,1.3732214298586884,1,308,50
48184,Manhattan,Hell's Kitchen,Entire home/apt,250,3,0,1.3732214298586884,1,259,45
48185,Manhattan,Stuyvesant Town,Entire home/apt,250,20,0,1.3732214298586884,1,30,21
48186,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,2,0,1.3732214298586884,1,182,35
48187,Manhattan,Kips Bay,Entire home/apt,130,30,1,1.0,1,54,23
48188,Brooklyn,Bedford-Stuyvesant,Private room,35,30,0,1.3732214298586884,1,43,49
48189,Manhattan,East Harlem,Private room,73,180,0,1.3732214298586884,1,0,39
48190,Manhattan,Hell's Kitchen,Shared room,69,1,0,1.3732214298586884,6,23,26
48191,Queens,Jackson Heights,Entire home/apt,67,2,0,1.3732214298586884,3,134,50
48192,Manhattan,Washington Heights,Entire home/apt,300,4,0,1.3732214298586884,1,319,28
48193,Manhattan,Hell's Kitchen,Shared room,69,1,1,1.0,6,24,19
48194,Manhattan,Hell's Kitchen,Private room,150,2,0,1.3732214298586884,1,11,33
48195,Manhattan,Hell's Kitchen,Shared room,69,1,1,1.0,6,24,32
48196,Brooklyn,Flatbush,Private room,85,7,0,1.3732214298586884,2,176,50
48197,Manhattan,Hell's Kitchen,Shared room,69,1,0,1.3732214298586884,6,19,16
48198,Manhattan,Hell's Kitchen,Shared room,69,1,1,1.0,6,24,23
48199,Queens,Springfield Gardens,Entire home/apt,95,2,0,1.3732214298586884,1,81,19
48200,Brooklyn,Kensington,Private room,54,7,0,1.3732214298586884,2,225,36
48201,Manhattan,Upper East Side,Entire home/apt,150,30,0,1.3732214298586884,1,66,50
48202,Brooklyn,Bushwick,Private room,39,15,0,1.3732214298586884,1,354,30
48203,Brooklyn,Bushwick,Private room,45,7,0,1.3732214298586884,1,10,23
48204,Manhattan,Harlem,Entire home/apt,150,2,0,1.3732214298586884,1,40,29
48205,Brooklyn,Greenpoint,Private room,85,1,0,1.3732214298586884,2,83,44
48206,Brooklyn,Williamsburg,Private room,70,5,1,1.0,1,7,47
48207,Queens,Rockaway Beach,Entire home/apt,139,1,0,1.3732214298586884,3,166,45
48208,Brooklyn,Williamsburg,Entire home/apt,250,5,0,1.3732214298586884,1,209,37
48209,Manhattan,Harlem,Entire home/apt,132,2,0,1.3732214298586884,1,199,15
48210,Manhattan,Washington Heights,Entire home/apt,195,5,0,1.3732214298586884,1,270,50
48211,Manhattan,Tribeca,Private room,500,5,0,1.3732214298586884,1,252,44
48212,Queens,Rockaway Beach,Entire home/apt,150,1,5,5.0,1,79,31
48213,Bronx,Kingsbridge,Private room,100,1,0,1.3732214298586884,1,115,49
48214,Queens,Woodhaven,Private room,50,1,2,2.0,1,359,37
48215,Brooklyn,Bushwick,Private room,70,2,0,1.3732214298586884,1,5,41
48216,Manhattan,Hell's Kitchen,Private room,561,1,0,1.3732214298586884,1,364,21
48217,Queens,Ditmars Steinway,Entire home/apt,200,4,0,1.3732214298586884,1,117,43
48218,Queens,Sunnyside,Private room,60,28,0,1.3732214298586884,1,330,50
48219,Manhattan,Hell's Kitchen,Entire home/apt,209,1,1,1.0,2,32,18
48220,Queens,Ridgewood,Entire home/apt,55,20,0,1.3732214298586884,1,28,50
48221,Queens,Rockaway Beach,Entire home/apt,159,1,0,1.3732214298586884,4,166,43
48222,Manhattan,East Village,Entire home/apt,220,15,0,1.3732214298586884,1,61,27
48223,Brooklyn,Crown Heights,Private room,115,1,0,1.3732214298586884,1,58,18
48224,Brooklyn,Fort Greene,Entire home/apt,220,2,0,1.3732214298586884,1,3,40
48225,Queens,Hollis,Entire home/apt,99,1,0,1.3732214298586884,1,139,50
48226,Brooklyn,Bushwick,Private room,75,1,0,1.3732214298586884,1,175,16
48227,Manhattan,SoHo,Entire home/apt,250,2,0,1.3732214298586884,1,247,44
48228,Brooklyn,Bedford-Stuyvesant,Private room,65,1,1,1.0,1,335,47
48229,Manhattan,Financial District,Private room,90,24,0,1.3732214298586884,1,362,50
48230,Manhattan,East Village,Entire home/apt,250,3,0,1.3732214298586884,1,220,46
48231,Brooklyn,Prospect Heights,Entire home/apt,250,1,0,1.3732214298586884,2,158,37
48232,Brooklyn,Crown Heights,Private room,38,2,0,1.3732214298586884,1,179,20
48233,Queens,East Elmhurst,Private room,65,2,0,1.3732214298586884,1,176,41
48234,Manhattan,Hell's Kitchen,Entire home/apt,209,1,0,1.3732214298586884,2,112,18
48235,Brooklyn,East Flatbush,Entire home/apt,200,3,1,1.0,4,357,24
48236,Manhattan,Hell's Kitchen,Entire home/apt,75,1,4,4.0,1,98,30
48237,Queens,Ridgewood,Shared room,35,1,0,1.3732214298586884,1,72,14
48238,Staten Island,Bull's Head,Private room,50,30,0,1.3732214298586884,3,179,35
48239,Staten Island,Bull's Head,Private room,50,30,0,1.3732214298586884,3,364,25
48240,Queens,Long Island City,Entire home/apt,150,5,0,1.3732214298586884,1,15,30
48241,Brooklyn,Prospect-Lefferts Gardens,Private room,33,7,0,1.3732214298586884,1,159,18
48242,Brooklyn,Crown Heights,Private room,46,2,0,1.3732214298586884,1,136,43
48243,Brooklyn,Williamsburg,Private room,65,7,0,1.3732214298586884,1,210,31
48244,Manhattan,East Harlem,Entire home/apt,250,17,0,1.3732214298586884,1,46,50
48245,Manhattan,Harlem,Entire home/apt,100,2,0,1.3732214298586884,1,11,40
48246,Manhattan,East Village,Entire home/apt,225,3,0,1.3732214298586884,1,231,46
48247,Brooklyn,Sheepshead Bay,Private room,89,2,0,1.3732214298586884,1,59,43
48248,Manhattan,Hell's Kitchen,Entire home/apt,134,1,0,1.3732214298586884,1,0,38
48249,Manhattan,Harlem,Private room,50,7,0,1.3732214298586884,2,53,50
48250,Manhattan,Harlem,Private room,45,3,0,1.3732214298586884,1,10,44
48251,Queens,East Elmhurst,Private room,55,1,2,2.0,3,358,50
48252,Manhattan,East Harlem,Entire home/apt,199,3,3,3.0,1,349,44
48253,Queens,Arverne,Entire home/apt,90,1,0,1.3732214298586884,1,39,12
48254,Manhattan,Chinatown,Private room,98,1,0,1.3732214298586884,4,87,34
48255,Manhattan,Washington Heights,Entire home/apt,125,2,0,1.3732214298586884,1,2,43
48256,Manhattan,Lower East Side,Entire home/apt,179,10,0,1.3732214298586884,1,313,41
48257,Manhattan,Lower East Side,Private room,260,2,0,1.3732214298586884,1,23,42
48258,Brooklyn,Sunset Park,Entire home/apt,250,3,0,1.3732214298586884,1,85,47
48259,Manhattan,Upper West Side,Entire home/apt,115,30,0,1.3732214298586884,1,103,50
48260,Queens,Rockaway Beach,Entire home/apt,129,1,0,1.3732214298586884,3,172,48
48261,Queens,Jamaica,Entire home/apt,250,1,0,1.3732214298586884,4,90,46
48262,Queens,Elmhurst,Entire home/apt,199,2,0,1.3732214298586884,1,157,50
48263,Manhattan,Washington Heights,Entire home/apt,99,3,0,1.3732214298586884,1,34,49
48264,Manhattan,Gramercy,Entire home/apt,125,30,0,1.3732214298586884,1,119,50
48265,Queens,Rockaway Beach,Entire home/apt,139,1,1,1.0,4,171,50
48266,Bronx,City Island,Entire home/apt,1000,1,0,1.3732214298586884,4,90,22
48267,Brooklyn,Bushwick,Private room,95,2,1,1.0,2,65,16
48268,Brooklyn,Flatbush,Entire home/apt,90,4,1,1.0,1,14,39
48269,Manhattan,Morningside Heights,Entire home/apt,150,2,0,1.3732214298586884,1,33,46
48270,Manhattan,East Village,Entire home/apt,215,2,0,1.3732214298586884,1,109,40
48271,Manhattan,Upper West Side,Entire home/apt,245,1,0,1.3732214298586884,1,287,43
48272,Manhattan,Harlem,Private room,100,2,0,1.3732214298586884,1,15,48
48273,Manhattan,Chinatown,Entire home/apt,155,5,0,1.3732214298586884,1,165,49
48274,Brooklyn,Clinton Hill,Entire home/apt,122,4,1,1.0,1,31,45
48275,Brooklyn,Borough Park,Shared room,35,1,0,1.3732214298586884,4,362,42
48276,Brooklyn,Bushwick,Entire home/apt,80,1,0,1.3732214298586884,2,13,50
48277,Queens,Edgemere,Private room,65,1,2,2.0,1,363,23
48278,Brooklyn,Borough Park,Private room,45,1,0,1.3732214298586884,3,151,35
48279,Brooklyn,Borough Park,Private room,45,1,0,1.3732214298586884,3,179,45
48280,Manhattan,Hell's Kitchen,Entire home/apt,229,2,0,1.3732214298586884,2,335,50
48281,Queens,Long Island City,Entire home/apt,200,1,0,1.3732214298586884,7,5,39
48282,Manhattan,East Harlem,Private room,78,1,0,1.3732214298586884,2,13,50
48283,Brooklyn,Bushwick,Entire home/apt,110,1,1,1.0,2,353,41
48284,Brooklyn,Bushwick,Entire home/apt,135,1,0,1.3732214298586884,2,331,46
48285,Manhattan,Chelsea,Private room,999,30,0,1.3732214298586884,1,270,40
48286,Brooklyn,Fort Greene,Shared room,200,1,0,1.3732214298586884,1,9,34
48287,Brooklyn,Williamsburg,Entire home/apt,50,28,0,1.3732214298586884,1,274,27
48289,Manhattan,Upper East Side,Entire home/apt,1999,30,0,1.3732214298586884,1,270,38
48290,Manhattan,Upper West Side,Private room,200,3,0,1.3732214298586884,1,114,41
48291,Queens,Forest Hills,Private room,50,4,0,1.3732214298586884,5,55,28
48292,Manhattan,Upper West Side,Private room,195,1,1,1.0,1,36,49
48293,Manhattan,Lower East Side,Private room,70,1,1,1.0,1,50,23
48294,Bronx,City Island,Entire home/apt,600,1,0,1.3732214298586884,4,44,40
48295,Brooklyn,Bushwick,Entire home/apt,150,2,0,1.3732214298586884,2,331,47
48296,Bronx,Olinville,Shared room,25,90,0,1.3732214298586884,1,190,47
48297,Manhattan,Midtown,Entire home/apt,180,1,0,1.3732214298586884,1,57,30
48298,Brooklyn,Boerum Hill,Private room,80,20,0,1.3732214298586884,1,40,46
48299,Brooklyn,Bedford-Stuyvesant,Private room,35,9,0,1.3732214298586884,1,179,41
48300,Brooklyn,Bushwick,Private room,55,1,0,1.3732214298586884,2,276,49
48301,Manhattan,Upper West Side,Entire home/apt,162,2,0,1.3732214298586884,1,12,39
48302,Brooklyn,Bedford-Stuyvesant,Private room,95,2,0,1.3732214298586884,2,47,36
48303,Manhattan,Upper East Side,Private room,80,1,0,1.3732214298586884,1,56,30
48304,Queens,Maspeth,Private room,50,1,0,1.3732214298586884,3,73,49
48305,Staten Island,Concord,Shared room,30,2,0,1.3732214298586884,4,82,44
48306,Manhattan,Upper West Side,Entire home/apt,250,14,0,1.3732214298586884,1,34,36
48307,Brooklyn,Bay Ridge,Entire home/apt,125,5,0,1.3732214298586884,1,15,26
48308,Manhattan,Midtown,Entire home/apt,190,5,0,1.3732214298586884,1,10,47
48309,Brooklyn,Cobble Hill,Private room,70,60,0,1.3732214298586884,1,156,42
48310,Brooklyn,Bushwick,Private room,50,1,0,1.3732214298586884,1,19,47
48311,Brooklyn,Bushwick,Entire home/apt,120,1,0,1.3732214298586884,2,339,49
48312,Brooklyn,Bedford-Stuyvesant,Private room,45,1,1,1.0,2,362,24
48313,Brooklyn,Bushwick,Private room,75,4,0,1.3732214298586884,1,6,46
48314,Brooklyn,Gravesend,Private room,85,7,0,1.3732214298586884,1,365,16
48315,Manhattan,East Harlem,Private room,59,1,1,1.0,1,42,26
48316,Brooklyn,Borough Park,Private room,69,1,0,1.3732214298586884,6,180,26
48317,Manhattan,Upper West Side,Entire home/apt,275,3,0,1.3732214298586884,2,24,50
48318,Brooklyn,Bedford-Stuyvesant,Entire home/apt,95,4,0,1.3732214298586884,1,14,49
48319,Manhattan,Upper East Side,Entire home/apt,161,1,0,1.3732214298586884,1,22,37
48320,Brooklyn,Borough Park,Shared room,30,1,0,1.3732214298586884,4,365,44
48321,Brooklyn,Bushwick,Private room,125,1,0,1.3732214298586884,1,351,46
48322,Brooklyn,Sunset Park,Private room,80,2,0,1.3732214298586884,1,61,47
48323,Brooklyn,Crown Heights,Entire home/apt,99,15,0,1.3732214298586884,1,34,43
48324,Bronx,Longwood,Entire home/apt,85,1,1,1.0,1,14,31
48325,Brooklyn,Borough Park,Shared room,35,1,0,1.3732214298586884,4,365,30
48326,Brooklyn,Borough Park,Shared room,35,1,0,1.3732214298586884,4,174,44
48327,Manhattan,Chelsea,Entire home/apt,750,1,0,1.3732214298586884,1,89,32
48328,Brooklyn,Bushwick,Private room,44,1,2,2.0,1,55,49
48329,Manhattan,Washington Heights,Entire home/apt,120,2,0,1.3732214298586884,1,37,30
48330,Manhattan,Upper West Side,Entire home/apt,125,2,0,1.3732214298586884,1,0,48
48331,Queens,East Elmhurst,Private room,40,1,0,1.3732214298586884,1,318,45
48332,Manhattan,Chelsea,Entire home/apt,234,2,0,1.3732214298586884,1,19,49
48333,Queens,Jamaica,Private room,39,2,0,1.3732214298586884,1,54,41
48334,Brooklyn,Crown Heights,Entire home/apt,167,3,0,1.3732214298586884,1,166,47
48335,Brooklyn,Bay Ridge,Entire home/apt,200,1,2,2.0,1,356,13
48336,Manhattan,Chelsea,Entire home/apt,225,3,0,1.3732214298586884,1,80,32
48337,Manhattan,Washington Heights,Private room,70,1,0,1.3732214298586884,2,90,28
48338,Manhattan,Washington Heights,Private room,70,1,0,1.3732214298586884,2,165,40
48339,Brooklyn,Bushwick,Entire home/apt,120,30,0,1.3732214298586884,2,338,47
48340,Brooklyn,Borough Park,Entire home/apt,103,6,0,1.3732214298586884,1,18,41
48341,Brooklyn,Bedford-Stuyvesant,Private room,66,3,0,1.3732214298586884,1,174,45
48342,Queens,Bayswater,Private room,55,1,0,1.3732214298586884,1,170,32
48343,Queens,Long Island City,Private room,89,1,0,1.3732214298586884,8,298,45
48344,Brooklyn,Williamsburg,Entire home/apt,200,30,0,1.3732214298586884,1,62,27
48345,Queens,Long Island City,Private room,89,1,0,1.3732214298586884,8,321,43
48346,Manhattan,Upper East Side,Entire home/apt,120,1,1,1.0,1,1,26
48347,Manhattan,East Village,Private room,100,5,0,1.3732214298586884,1,11,49
48348,Brooklyn,Bushwick,Entire home/apt,160,2,0,1.3732214298586884,2,359,46
48349,Brooklyn,Fort Greene,Private room,135,6,0,1.3732214298586884,2,26,30
48350,Manhattan,Chelsea,Private room,150,3,0,1.3732214298586884,1,9,47
48351,Manhattan,Hell's Kitchen,Entire home/apt,199,1,0,1.3732214298586884,1,36,30
48352,Manhattan,Harlem,Private room,150,60,0,1.3732214298586884,1,215,48
